Id,ReservationTypeId,ReservationTypeName,Courts,Instructors,IsLesson,StartTime,EndTime,CreatedOnUtc,UpdatedOnUtc,CancelledOn,Players,UserDefinedFields
38028603,57948,Reserve Court: Singles,Court #3,REDACTED,False,2025-07-10T20:00:00,2025-07-10T21:00:00,2025-07-10T14:58:51.09,,,REDACTED,[]
38032918,57948,Reserve Court: Singles,Court #4,REDACTED,False,2025-07-10T20:00:00,2025-07-10T21:00:00,2025-07-10T16:26:17.71,,,REDACTED,[]
38039619,57948,Reserve Court: Singles,Court #2,REDACTED,False,2025-07-10T16:00:00,2025-07-10T17:00:00,2025-07-10T17:57:53.97,,,REDACTED,[]
38039649,57948,Reserve Court: Singles,Court #8,REDACTED,False,2025-07-10T17:00:00,2025-07-10T18:00:00,2025-07-10T17:58:32.183,,,REDACTED,[]
38039913,52120,Reserve Court: Doubles,Court #2,REDACTED,False,2025-07-11T07:00:00,2025-07-11T09:00:00,2025-07-10T18:04:35.72,,,REDACTED,[]
38044486,57948,Reserve Court: Singles,Court #1,REDACTED,False,2025-07-13T09:00:00,2025-07-13T11:00:00,2025-07-10T19:34:04.357,2025-07-18T17:35:21.157,,REDACTED,[]
38046166,57948,Reserve Court: Singles,Court #1,REDACTED,False,2025-07-11T09:00:00,2025-07-11T10:00:00,2025-07-10T20:10:47.633,2025-07-11T08:59:42.847,,REDACTED,[]
38048119,52120,Reserve Court: Doubles,Court #2,REDACTED,False,2025-07-13T09:00:00,2025-07-13T10:00:00,2025-07-10T20:47:16.753,,,REDACTED,[]
38065663,57948,Reserve Court: Singles,Court #2,REDACTED,False,2025-07-11T11:00:00,2025-07-11T13:00:00,2025-07-11T04:25:14.833,,,REDACTED,[]
38066148,57948,Reserve Court: Singles,Court #5,REDACTED,False,2025-07-11T17:00:00,2025-07-11T18:00:00,2025-07-11T05:47:22.987,,,REDACTED,[]
38071101,57948,Reserve Court: Singles,Court #2,REDACTED,False,2025-07-14T18:00:00,2025-07-14T20:00:00,2025-07-11T13:06:51.313,2025-07-14T17:29:55.513,,REDACTED,[]
38083269,52120,Reserve Court: Doubles,Court #7,REDACTED,False,2025-07-12T11:00:00,2025-07-12T13:00:00,2025-07-11T17:29:15.84,,,REDACTED,[]
38095584,57948,Reserve Court: Singles,Court #8,REDACTED,False,2025-07-11T17:00:00,2025-07-11T18:00:00,2025-07-11T20:47:59.713,,,REDACTED,[]
