Id,ReservationTypeId,ReservationTypeName,Courts,Instructors,IsLesson,StartTime,EndTime,CreatedOnUtc,UpdatedOnUtc,CancelledOn,Players,UserDefinedFields
37003734,57948,Reserve Court: Singles,Court #1,REDACTED,False,2025-06-15T12:00:00,2025-06-15T13:00:00,2025-06-15T15:03:52.06,,,REDACTED,[]
37004396,52120,Reserve Court: Doubles,Court #1,REDACTED,False,2025-06-15T14:00:00,2025-06-15T15:00:00,2025-06-15T15:20:42.44,2025-06-15T14:10:35.827,,REDACTED,[]
37006446,52120,Reserve Court: Doubles,Court #1,REDACTED,False,2025-06-18T10:00:00,2025-06-18T12:00:00,2025-06-15T16:13:26.153,2025-06-18T10:28:12.637,,REDACTED,[]
37007829,52120,Reserve Court: Doubles,Court #1,REDACTED,False,2025-06-15T15:00:00,2025-06-15T16:30:00,2025-06-15T16:48:56.687,2025-06-15T15:40:20.143,,REDACTED,[]
37010687,52120,Reserve Court: Doubles,Court #2,REDACTED,False,2025-06-19T11:00:00,2025-06-19T12:00:00,2025-06-15T18:11:57.087,2025-06-19T03:43:31.513,,REDACTED,[]
37011138,57948,Reserve Court: Singles,Court #4,REDACTED,False,2025-06-16T15:30:00,2025-06-16T17:30:00,2025-06-15T18:23:24.33,,,REDACTED,[]
37014135,52120,Reserve Court: Doubles,Court #1,REDACTED,False,2025-06-15T18:30:00,2025-06-15T20:30:00,2025-06-15T19:49:35.64,2025-06-15T19:17:57.527,,REDACTED,[]
37016845,52120,Reserve Court: Doubles,Court #1,REDACTED,False,2025-06-15T17:30:00,2025-06-15T18:30:00,2025-06-15T21:17:41.03,2025-06-15T17:40:14.027,,REDACTED,[]
37018728,52120,Reserve Court: Doubles,"Court #1, Court #2",REDACTED,False,2025-06-17T18:00:00,2025-06-17T20:00:00,2025-06-15T22:20:59.907,2025-06-19T18:29:05.237,,REDACTED,[]
37035126,52120,Reserve Court: Doubles,Court #1,REDACTED,False,2025-06-16T15:00:00,2025-06-16T16:00:00,2025-06-16T12:09:44.44,2025-06-16T15:06:09.28,,REDACTED,[]
37036494,57948,Reserve Court: Singles,Court #1,REDACTED,False,2025-06-16T09:00:00,2025-06-16T11:00:00,2025-06-16T12:53:57.373,,,REDACTED,[]
37043722,52120,Reserve Court: Doubles,Court #1,REDACTED,False,2025-06-17T20:00:00,2025-06-17T22:00:00,2025-06-16T15:20:45.477,,,REDACTED,[]
37046196,52120,Reserve Court: Doubles,"Court #1, Court #2",REDACTED,False,2025-06-17T16:00:00,2025-06-17T18:00:00,2025-06-16T16:05:42.747,2025-06-17T18:23:34.497,,REDACTED,[]
37053297,57948,Reserve Court: Singles,Court #2,REDACTED,False,2025-06-17T20:00:00,2025-06-17T22:00:00,2025-06-16T18:05:52.757,,,REDACTED,[]
37057860,52120,Reserve Court: Doubles,Court #5,REDACTED,False,2025-06-16T15:30:00,2025-06-16T17:30:00,2025-06-16T19:36:52.387,2025-06-16T16:37:26.563,,REDACTED,[]
37065785,52120,Reserve Court: Doubles,Court #6,REDACTED,False,2025-06-16T20:00:00,2025-06-16T22:00:00,2025-06-16T22:26:26.78,2025-06-16T19:53:39.913,,REDACTED,[]
37066791,52120,Reserve Court: Doubles,Court #7,REDACTED,False,2025-06-16T20:00:00,2025-06-16T22:00:00,2025-06-16T22:47:58.097,2025-06-16T20:21:18.28,,REDACTED,[]
37080907,57948,Reserve Court: Singles,Court #2,REDACTED,False,2025-06-17T13:30:00,2025-06-17T15:30:00,2025-06-17T12:26:13.82,2025-06-17T13:06:52.97,,REDACTED,[]
37082472,57948,Reserve Court: Singles,Court #2,REDACTED,False,2025-06-17T09:00:00,2025-06-17T11:00:00,2025-06-17T13:04:34.613,,,REDACTED,[]
37083353,52120,Reserve Court: Doubles,"Court #1, Court #2",REDACTED,False,2025-06-21T12:30:00,2025-06-21T14:30:00,2025-06-17T13:24:46.357,2025-06-21T21:06:22.333,,REDACTED,[]
37083404,57948,Reserve Court: Singles,Court #5,REDACTED,False,2025-06-17T12:30:00,2025-06-17T14:30:00,2025-06-17T13:25:47.317,,,REDACTED,[]
37084555,52120,Reserve Court: Doubles,Court #1,REDACTED,False,2025-06-24T18:00:00,2025-06-24T20:00:00,2025-06-17T13:55:48.947,2025-06-24T17:56:50.343,,REDACTED,[]
37085869,52120,Reserve Court: Doubles,Court #1,REDACTED,False,2025-06-23T20:00:00,2025-06-23T22:00:00,2025-06-17T14:24:23.21,2025-06-23T20:00:09.713,,REDACTED,[]
37087555,52120,Reserve Court: Doubles,"Court #1, Court #2",REDACTED,False,2025-06-20T14:00:00,2025-06-20T17:00:00,2025-06-17T15:09:15.883,2025-06-20T16:08:29.413,,REDACTED,[]
37087696,57948,Reserve Court: Singles,Court #3,REDACTED,False,2025-06-17T13:30:00,2025-06-17T15:00:00,2025-06-17T15:12:39.2,2025-06-17T15:10:39.857,,REDACTED,[]
37109767,57948,Reserve Court: Singles,Court #1,REDACTED,False,2025-06-18T14:00:00,2025-06-18T17:00:00,2025-06-17T20:47:01.87,2025-06-18T16:48:46.82,,REDACTED,[]
37136588,57948,Reserve Court: Singles,Court #6,REDACTED,False,2025-06-18T10:00:00,2025-06-18T11:30:00,2025-06-18T13:50:49.143,2025-06-18T10:07:53.81,,REDACTED,[]
37148489,52122,Semi-Private,Court #2,REDACTED,True,2025-06-21T11:00:00,2025-06-21T12:00:00,2025-06-18T17:55:51.52,2025-06-21T10:51:15.383,,REDACTED,[]
37152808,52120,Reserve Court: Doubles,Court #4,REDACTED,False,2025-06-21T13:00:00,2025-06-21T15:00:00,2025-06-18T19:25:01.437,2025-06-20T18:30:49.533,,REDACTED,[]
